FlowID,FlowDuration/s,SrcAddr,SrcPort,DstAddr,DstPort,Protocol,TxPackets,RxPackets,LostPackets,TxBytes,RxBytes,TxPacketRate/s,RxPacketRate/s,TxByteRate/s,RxByteRate/s,MeanDelay/s,MeanJitter/s,Throughput/Kbps,MeanPacketSize,PacketDropRate,AverageHopCount,label
1,180,192.168.0.7,9,192.168.0.1,9,UDP,19,16,3,1444,1216,0.105556,0.0888889,8.02222,6.75555,0.0260188,0.051788,0.0540444,76,0.157895,0.1875,Normal Traffic
2,180,192.168.0.7,9,192.168.0.2,9,UDP,19,17,2,1444,1292,0.105555,0.0944443,8.02221,7.17777,0.13647,0.209579,0.0574221,76,0.105263,0.294118,Normal Traffic
3,180,192.168.0.7,9,192.168.0.3,9,UDP,19,17,2,1444,1292,0.105555,0.0944442,8.0222,7.17776,0.0627399,0.0918479,0.0574221,76,0.105263,0.411765,Normal Traffic
4,170.001,192.168.0.7,9,192.168.0.4,9,UDP,19,16,2,1444,1216,0.111764,0.0941172,8.49408,7.15291,0.0919922,0.149618,0.0572233,76,0.105263,0.1875,Normal Traffic
5,180.009,192.168.0.7,9,192.168.0.5,9,UDP,18,14,4,1368,1064,0.0999953,0.0777741,7.59964,5.91083,0.0773337,0.109353,0.0472866,76,0.222222,1.14286,Normal Traffic
6,180.001,192.168.0.7,9,192.168.0.8,9,UDP,19,18,1,1444,1368,0.105555,0.0999996,8.02219,7.59997,0.0648918,0.0951214,0.0607998,76,0.0526316,0.444444,Normal Traffic
7,180.001,192.168.0.7,9,192.168.0.9,9,UDP,19,17,2,1444,1292,0.105555,0.094444,8.02218,7.17774,0.0643281,0.125635,0.0574219,76,0.105263,0.176471,Normal Traffic
8,180.001,192.168.0.7,9,192.168.0.10,9,UDP,19,15,4,1444,1140,0.105555,0.0833328,8.02217,6.33329,0.0452028,0.0874233,0.0506663,76,0.210526,0.266667,Normal Traffic
9,180.074,192.168.0.7,9,192.168.0.11,9,UDP,19,17,2,1444,1292,0.105512,0.0944059,8.01894,7.17485,0.10802,0.142121,0.0573988,76,0.105263,0.411765,Normal Traffic
10,180.045,192.168.0.7,9,192.168.0.13,9,UDP,19,16,3,1444,1216,0.105529,0.0888667,8.02022,6.75387,0.0825507,0.147289,0.054031,76,0.157895,0.6875,Normal Traffic
11,180.002,192.168.0.7,9,192.168.0.14,9,UDP,19,16,3,1444,1216,0.105555,0.088888,8.02214,6.75549,0.00938779,0.0150016,0.0540439,76,0.157895,0.1875,Normal Traffic
12,180.054,192.168.0.7,9,192.168.0.15,9,UDP,19,7,12,1444,532,0.105524,0.0388772,8.01981,2.95467,0.0357535,0.0172317,0.0236373,76,0.631579,0.857143,Normal Traffic
13,180.002,192.168.0.7,9,192.168.0.16,9,UDP,19,17,2,1444,1292,0.105554,0.0944434,8.02213,7.1777,0.013834,0.0165268,0.0574216,76,0.105263,0.235294,Normal Traffic
14,180.011,192.168.0.7,9,192.168.0.17,9,UDP,19,17,2,1444,1292,0.105549,0.0944389,8.02175,7.17736,0.011807,0.0105847,0.0574188,76,0.105263,0.235294,Normal Traffic
15,180.002,192.168.0.7,9,192.168.0.18,9,UDP,19,16,3,1444,1216,0.105554,0.0888878,8.02212,6.75547,0.00298462,0.00108788,0.0540438,76,0.157895,0,Normal Traffic
16,180.025,192.168.0.7,9,192.168.0.19,9,UDP,19,8,11,1444,608,0.105541,0.0444383,8.02111,3.37731,0.0921581,0.0555733,0.0270185,76,0.578947,0.875,Normal Traffic
17,180.048,192.168.0.7,9,192.168.0.21,9,UDP,19,14,5,1444,1064,0.105528,0.0777571,8.02009,5.90954,0.0186085,0.0239497,0.0472763,76,0.263158,0.714286,Normal Traffic
18,180.003,192.168.0.7,9,192.168.0.22,9,UDP,19,17,2,1444,1292,0.105554,0.0944431,8.02211,7.17768,0.0153065,0.0232258,0.0574214,76,0.105263,0.588235,Normal Traffic
19,180.935,192.168.0.7,9,192.168.0.23,9,UDP,18,14,4,1368,1064,0.0994832,0.0773758,7.56072,5.88056,0.216249,0.301897,0.0470445,76,0.222222,1.42857,Normal Traffic
20,180.003,192.168.0.7,9,192.168.0.24,9,UDP,19,17,2,1444,1292,0.105554,0.094443,8.0221,7.17767,0.0712249,0.134648,0.0574213,76,0.105263,0.411765,Normal Traffic
21,180.003,192.168.0.7,9,192.168.0.25,9,UDP,19,16,3,1444,1216,0.105554,0.0888874,8.02209,6.75544,0.015031,0.0203626,0.0540435,76,0.157895,0.5625,Normal Traffic
58,160.001,192.168.0.1,9,192.168.0.2,9,UDP,19,16,2,1444,1216,0.118749,0.0999992,9.02492,7.59994,0.0991964,0.152802,0.0607995,76,0.105263,0.4375,Normal Traffic
59,170.018,192.168.0.1,9,192.168.0.3,9,UDP,19,18,0,1444,1368,0.111753,0.105871,8.49323,8.04622,0.019893,0.0308747,0.0643697,76,0,0.0555556,Normal Traffic
60,180.111,192.168.0.1,9,192.168.0.4,9,UDP,19,19,0,1444,1444,0.105491,0.105491,8.01729,8.01729,0.0387441,0.0498145,0.0641383,76,0,0.210526,Normal Traffic
61,170.74,192.168.0.1,9,192.168.0.5,9,UDP,19,9,9,1444,684,0.111281,0.0527119,8.45733,4.0061,0.21062,0.248323,0.0320488,76,0.473684,1.33333,Normal Traffic
62,170.02,192.168.0.1,9,192.168.0.6,9,UDP,19,17,1,1444,1292,0.111752,0.0999883,8.49313,7.59911,0.0824086,0.149502,0.0607929,76,0.0526316,0.529412,Normal Traffic
63,180.103,192.168.0.1,9,192.168.0.7,9,UDP,19,9,10,1444,684,0.105495,0.0499714,8.01764,3.79783,0.039521,0.0476358,0.0303826,76,0.526316,1,Normal Traffic
64,170.021,192.168.0.1,9,192.168.0.8,9,UDP,19,17,1,1444,1292,0.111751,0.0999879,8.49309,7.59908,0.0308251,0.0322122,0.0607926,76,0.0526316,0.117647,Normal Traffic
65,170.022,192.168.0.1,9,192.168.0.9,9,UDP,19,18,0,1444,1368,0.11175,0.105868,8.49299,8.04599,0.0563161,0.0815967,0.064368,76,0,0.166667,Normal Traffic
66,170.023,192.168.0.1,9,192.168.0.10,9,UDP,19,17,1,1444,1292,0.11175,0.0999864,8.49297,7.59897,0.0423844,0.0403704,0.0607918,76,0.0526316,0.294118,Normal Traffic
67,180.411,192.168.0.1,9,192.168.0.11,9,UDP,19,19,0,1444,1444,0.105315,0.105315,8.00394,8.00394,0.04769,0.0525395,0.0640315,76,0,0.0526316,Normal Traffic
68,170.026,192.168.0.1,9,192.168.0.12,9,UDP,19,14,4,1444,1064,0.111747,0.0823401,8.4928,6.25785,0.129423,0.137659,0.0500628,76,0.210526,1,Normal Traffic
69,170.01,192.168.0.1,9,192.168.0.13,9,UDP,19,18,0,1444,1368,0.111758,0.105876,8.49362,8.04659,0.101454,0.138501,0.0643727,76,0,0.388889,Normal Traffic
70,170.031,192.168.0.1,9,192.168.0.14,9,UDP,19,17,1,1444,1292,0.111744,0.0999817,8.49256,7.59861,0.0849313,0.134363,0.0607889,76,0.0526316,0.176471,Normal Traffic
71,181.527,192.168.0.1,9,192.168.0.15,9,UDP,19,18,1,1444,1368,0.104668,0.0991587,7.95473,7.53606,0.183741,0.176136,0.0602885,76,0.0526316,0.777778,Normal Traffic
72,170.032,192.168.0.1,9,192.168.0.16,9,UDP,19,18,0,1444,1368,0.111744,0.105863,8.49253,8.04556,0.0716089,0.0936177,0.0643645,76,0,0.222222,Normal Traffic
73,170.012,192.168.0.1,9,192.168.0.17,9,UDP,19,7,11,1444,532,0.111757,0.0411736,8.49352,3.12919,0.0770053,0.063031,0.0250335,76,0.578947,0.142857,Normal Traffic
74,170.033,192.168.0.1,9,192.168.0.18,9,UDP,19,18,0,1444,1368,0.111743,0.105862,8.49248,8.04551,0.0756376,0.0922609,0.0643641,76,0,0.166667,Normal Traffic
75,180.107,192.168.0.1,9,192.168.0.19,9,UDP,19,16,3,1444,1216,0.105493,0.0888363,8.01747,6.75156,0.0939363,0.113919,0.0540124,76,0.157895,0.25,Normal Traffic
76,170.034,192.168.0.1,9,192.168.0.20,9,UDP,19,14,4,1444,1064,0.111742,0.0823366,8.49243,6.25758,0.143533,0.187049,0.0500606,76,0.210526,1.14286,Normal Traffic
77,181.072,192.168.0.1,9,192.168.0.21,9,UDP,19,16,3,1444,1216,0.104931,0.0883629,7.97475,6.71558,0.137476,0.13026,0.0537246,76,0.157895,1.0625,Normal Traffic
78,180.962,192.168.0.1,9,192.168.0.22,9,UDP,19,18,1,1444,1368,0.104995,0.0994685,7.97959,7.55961,0.116007,0.122786,0.0604769,76,0.0526316,0.555556,Normal Traffic
79,170.034,192.168.0.1,9,192.168.0.23,9,UDP,19,14,4,1444,1064,0.111742,0.0823365,8.49242,6.25757,0.17441,0.27918,0.0500606,76,0.210526,0.357143,Normal Traffic
80,170.035,192.168.0.1,9,192.168.0.24,9,UDP,19,8,10,1444,608,0.111741,0.0470491,8.49235,3.57573,0.224615,0.277282,0.0286058,76,0.526316,0.5,Normal Traffic
81,170.095,192.168.0.1,9,192.168.0.25,9,UDP,19,16,2,1444,1216,0.111702,0.0940652,8.48938,7.14895,0.207295,0.166743,0.0571916,76,0.105263,1.5,Normal Traffic
82,170.193,192.168.0.1,9,192.168.0.26,9,UDP,19,16,2,1444,1216,0.111638,0.0940108,8.48447,7.14482,0.318533,0.337294,0.0571585,76,0.105263,0.75,Normal Traffic
83,180.026,192.168.0.20,9,192.168.0.1,9,UDP,19,12,7,1444,912,0.10554,0.0666571,8.02108,5.06594,0.349342,0.461726,0.0405275,76,0.368421,1,Normal Traffic
84,180.032,192.168.0.20,9,192.168.0.2,9,UDP,19,10,9,1444,760,0.105537,0.0555457,8.0208,4.22148,0.136911,0.147154,0.0337718,76,0.473684,0.3,Normal Traffic
85,180.054,192.168.0.20,9,192.168.0.3,9,UDP,19,6,13,1444,456,0.105524,0.0333233,8.0198,2.53257,0.620692,0.303414,0.0202606,76,0.684211,1,Normal Traffic
86,180.055,192.168.0.20,9,192.168.0.5,9,UDP,19,17,2,1444,1292,0.105523,0.0944158,8.01979,7.1756,0.13447,0.188058,0.0574048,76,0.105263,0.235294,Normal Traffic
87,180.345,192.168.0.20,9,192.168.0.6,9,UDP,19,16,3,1444,1216,0.105353,0.0887186,8.00685,6.74261,0.105843,0.172808,0.0539409,76,0.157895,0.25,Normal Traffic
88,180.057,192.168.0.20,9,192.168.0.8,9,UDP,13,8,5,988,608,0.0721994,0.0444304,5.48715,3.37671,0.20902,0.212578,0.0270137,76,0.384615,1.625,Normal Traffic
89,180.059,192.168.0.20,9,192.168.0.9,9,UDP,19,11,8,1444,836,0.105521,0.061091,8.01958,4.64291,0.226692,0.2435,0.0371433,76,0.421053,0,Normal Traffic
90,180.063,192.168.0.20,9,192.168.0.10,9,UDP,15,8,7,1140,608,0.0833042,0.0444289,6.33112,3.3766,0.329443,0.223798,0.0270128,76,0.466667,1.375,Normal Traffic
91,180.322,192.168.0.20,9,192.168.0.11,9,UDP,19,14,5,1444,1064,0.105367,0.0776391,8.00792,5.90057,0.41122,0.428181,0.0472046,76,0.263158,0.571429,Normal Traffic
92,180.066,192.168.0.20,9,192.168.0.12,9,UDP,19,16,3,1444,1216,0.105517,0.0888563,8.01929,6.75308,0.112227,0.152303,0.0540247,76,0.157895,0.0625,Normal Traffic
93,180.057,192.168.0.20,9,192.168.0.13,9,UDP,19,15,4,1444,1140,0.105522,0.0833072,8.0197,6.33135,0.0657455,0.0818668,0.0506508,76,0.210526,0,Normal Traffic
94,180.445,192.168.0.20,9,192.168.0.15,9,UDP,19,15,4,1444,1140,0.105295,0.0831276,8.00242,6.3177,0.136315,0.160141,0.0505416,76,0.210526,0.266667,Normal Traffic
95,180.075,192.168.0.20,9,192.168.0.18,9,UDP,19,14,5,1444,1064,0.105511,0.0777453,8.01887,5.90864,0.235229,0.162829,0.0472691,76,0.263158,0.571429,Normal Traffic
96,180.019,192.168.0.20,9,192.168.0.19,9,UDP,19,14,5,1444,1064,0.105545,0.0777697,8.02138,5.91049,0.0967054,0.104067,0.047284,76,0.263158,0.214286,Normal Traffic
97,180.432,192.168.0.20,9,192.168.0.21,9,UDP,19,15,4,1444,1140,0.105303,0.0831337,8.003,6.31816,0.108172,0.117202,0.0505453,76,0.210526,0.2,Normal Traffic
98,180.332,192.168.0.20,9,192.168.0.23,9,UDP,19,13,6,1444,988,0.105361,0.0720892,8.00745,5.47878,0.204328,0.215004,0.0438303,76,0.315789,0.153846,Normal Traffic
99,180.21,192.168.0.20,9,192.168.0.25,9,UDP,19,15,4,1444,1140,0.105433,0.0832364,8.01289,6.32597,0.224177,0.310229,0.0506077,76,0.210526,0.266667,Normal Traffic
100,180.44,192.168.0.20,9,192.168.0.26,9,UDP,19,14,5,1444,1064,0.105298,0.0775883,8.00268,5.89671,0.114689,0.121846,0.0471737,76,0.263158,0.142857,Normal Traffic
183,170.013,192.168.0.18,9,192.168.0.1,9,UDP,19,17,1,1444,1292,0.111756,0.0999921,8.49345,7.5994,0.290112,0.446778,0.0607952,76,0.0526316,0.235294,Normal Traffic
184,180.06,192.168.0.18,9,192.168.0.2,9,UDP,19,19,0,1444,1444,0.105521,0.105521,8.01956,8.01956,0.125675,0.161112,0.0641565,76,0,0.315789,Normal Traffic
185,180.069,192.168.0.18,9,192.168.0.3,9,UDP,19,8,11,1444,608,0.105515,0.0444274,8.01915,3.37648,0.273916,0.271569,0.0270119,76,0.578947,0.125,Normal Traffic
186,180.052,192.168.0.18,9,192.168.0.4,9,UDP,19,19,0,1444,1444,0.105525,0.105525,8.01989,8.01989,0.0718716,0.097725,0.0641591,76,0,0.684211,Normal Traffic
187,180.069,192.168.0.18,9,192.168.0.5,9,UDP,19,10,9,1444,760,0.105515,0.0555342,8.01914,4.2206,0.0683026,0.0634856,0.0337648,76,0.473684,1,Normal Traffic
188,180.079,192.168.0.18,9,192.168.0.6,9,UDP,19,14,5,1444,1064,0.105509,0.0777435,8.01869,5.90851,0.170298,0.181708,0.0472681,76,0.263158,0.428571,Normal Traffic
189,180.041,192.168.0.18,9,192.168.0.7,9,UDP,19,17,2,1444,1292,0.105532,0.094423,8.0204,7.17614,0.0814023,0.0836774,0.0574092,76,0.105263,0.235294,Normal Traffic
190,180.07,192.168.0.18,9,192.168.0.8,9,UDP,19,18,1,1444,1368,0.105515,0.0999611,8.0191,7.59705,0.0767833,0.107935,0.0607764,76,0.0526316,0.388889,Normal Traffic
191,180.072,192.168.0.18,9,192.168.0.9,9,UDP,19,18,1,1444,1368,0.105513,0.0999599,8.01901,7.59696,0.135871,0.138272,0.0607756,76,0.0526316,0.277778,Normal Traffic
192,180.073,192.168.0.18,9,192.168.0.10,9,UDP,19,18,1,1444,1368,0.105513,0.0999595,8.01897,7.59692,0.0544129,0.0601636,0.0607754,76,0.0526316,0.222222,Normal Traffic
193,180.055,192.168.0.18,9,192.168.0.11,9,UDP,19,18,1,1444,1368,0.105523,0.0999692,8.01975,7.59766,0.0382869,0.0322008,0.0607813,76,0.0526316,0.0555556,Normal Traffic
194,180.073,192.168.0.18,9,192.168.0.13,9,UDP,19,8,11,1444,608,0.105513,0.0444263,8.01895,3.3764,0.171618,0.1337,0.0270112,76,0.578947,0,Normal Traffic
195,180.074,192.168.0.18,9,192.168.0.14,9,UDP,19,18,1,1444,1368,0.105512,0.0999591,8.01894,7.59689,0.0856605,0.113995,0.0607751,76,0.0526316,0.277778,Normal Traffic
196,180.515,192.168.0.18,9,192.168.0.15,9,UDP,19,15,4,1444,1140,0.105254,0.0830956,7.99933,6.31526,0.0966606,0.126278,0.0505221,76,0.210526,0.4,Normal Traffic
197,180.066,192.168.0.18,9,192.168.0.16,9,UDP,19,18,1,1444,1368,0.105517,0.0999631,8.01926,7.5972,0.0575475,0.0576609,0.0607776,76,0.0526316,0,Normal Traffic
198,180.17,192.168.0.18,9,192.168.0.17,9,UDP,19,19,0,1444,1444,0.105456,0.105456,8.01464,8.01464,0.0917794,0.117403,0.0641171,76,0,0.315789,Normal Traffic
199,180.046,192.168.0.18,9,192.168.0.19,9,UDP,19,9,10,1444,684,0.105529,0.0499873,8.02018,3.79903,0.252869,0.442086,0.0303923,76,0.526316,0.444444,Normal Traffic
200,180.293,192.168.0.18,9,192.168.0.20,9,UDP,19,15,4,1444,1140,0.105384,0.0831977,8.00917,6.32303,0.157065,0.205456,0.0505842,76,0.210526,1.26667,Normal Traffic
201,180.331,192.168.0.18,9,192.168.0.21,9,UDP,19,18,1,1444,1368,0.105362,0.0998167,8.00752,7.58607,0.250075,0.253855,0.0606885,76,0.0526316,0.777778,Normal Traffic
202,180.669,192.168.0.18,9,192.168.0.22,9,UDP,19,19,0,1444,1444,0.105165,0.105165,7.99254,7.99254,0.124894,0.147983,0.0639403,76,0,0.526316,Normal Traffic
203,180.132,192.168.0.18,9,192.168.0.23,9,UDP,19,16,3,1444,1216,0.105478,0.0888237,8.01634,6.7506,0.113496,0.125699,0.0540048,76,0.157895,0.625,Normal Traffic
204,180.074,192.168.0.18,9,192.168.0.24,9,UDP,19,18,1,1444,1368,0.105512,0.099959,8.01893,7.59688,0.0843584,0.107456,0.0607751,76,0.0526316,0.166667,Normal Traffic
205,180.074,192.168.0.18,9,192.168.0.25,9,UDP,19,8,11,1444,608,0.105512,0.0444261,8.01892,3.37639,0.22874,0.154254,0.0270111,76,0.578947,0.625,Normal Traffic
206,180.065,192.168.0.18,9,192.168.0.26,9,UDP,19,16,3,1444,1216,0.105517,0.0888566,8.0193,6.7531,0.112588,0.103253,0.0540248,76,0.157895,0.8125,Normal Traffic
