FlowID,FlowDuration/s,SrcAddr,SrcPort,DstAddr,DstPort,Protocol,TxPackets,RxPackets,LostPackets,TxBytes,RxBytes,TxPacketRate/s,RxPacketRate/s,TxByteRate/s,RxByteRate/s,MeanDelay/s,MeanJitter/s,Throughput/Kbps,MeanPacketSize,PacketDropRate,AverageHopCount,label
1,5.6795,192.168.0.100,9,192.168.0.20,9,UDP,230,128,102,17480,9728,40.4965,22.5372,3077.73,1712.83,0.241689,0.209357,13.7026,76,0.443478,0.570312,Sybil Attack
2,5.81789,192.168.0.100,9,192.168.0.28,9,UDP,230,147,83,17480,11172,39.5332,25.2669,3004.52,1920.28,0.157946,0.0764231,15.3623,76,0.36087,0.693878,Sybil Attack
3,5.67954,192.168.0.101,9,192.168.0.20,9,UDP,230,128,102,17480,9728,40.4963,22.5371,3077.72,1712.82,0.242671,0.209357,13.7025,76,0.443478,0.570312,Sybil Attack
4,5.81793,192.168.0.101,9,192.168.0.28,9,UDP,230,146,84,17480,11096,39.533,25.0949,3004.51,1907.21,0.158629,0.0775694,15.2577,76,0.365217,0.684932,Sybil Attack
5,5.67957,192.168.0.102,9,192.168.0.20,9,UDP,230,117,113,17480,8892,40.496,20.6002,3077.7,1565.61,0.202566,0.173881,12.5249,76,0.491304,0.521368,Sybil Attack
6,5.81796,192.168.0.102,9,192.168.0.28,9,UDP,230,147,83,17480,11172,39.5328,25.2666,3004.49,1920.26,0.158667,0.0770413,15.3621,76,0.36087,0.693878,Sybil Attack
7,5.6796,192.168.0.103,9,192.168.0.20,9,UDP,230,104,126,17480,7904,40.4958,18.3111,3077.68,1391.65,0.0990824,0.0282902,11.1332,76,0.547826,0.538462,Sybil Attack
8,5.81799,192.168.0.103,9,192.168.0.28,9,UDP,230,132,98,17480,10032,39.5325,22.6882,3004.47,1724.31,0.100255,0.0275496,13.7945,76,0.426087,0.69697,Sybil Attack
9,5.67964,192.168.0.104,9,192.168.0.20,9,UDP,230,104,126,17480,7904,40.4955,18.311,3077.66,1391.64,0.0991692,0.0282901,11.1331,76,0.547826,0.538462,Sybil Attack
10,5.81802,192.168.0.104,9,192.168.0.28,9,UDP,230,132,98,17480,10032,39.5323,22.6881,3004.46,1724.3,0.100312,0.0275489,13.7944,76,0.426087,0.69697,Sybil Attack
171,7.03902,192.168.0.100,9,192.168.0.5,9,UDP,288,157,131,21888,11932,40.9148,22.3042,3109.52,1695.12,0.0859597,0.0487032,13.561,76,0.454861,0.089172,Sybil Attack
172,7.04102,192.168.0.100,9,192.168.0.15,9,UDP,276,166,110,20976,12616,39.1989,23.5761,2979.12,1791.79,0.148286,0.0710487,14.3343,76,0.398551,0.295181,Sybil Attack
173,5.84896,192.168.0.100,9,192.168.0.19,9,UDP,230,151,79,17480,11476,39.3232,25.8166,2988.57,1962.06,0.176618,0.131242,15.6965,76,0.343478,0.231788,Sybil Attack
