FlowID,FlowDuration/s,SrcAddr,SrcPort,DstAddr,DstPort,Protocol,TxPackets,RxPackets,LostPackets,TxBytes,RxBytes,TxPacketRate/s,RxPacketRate/s,TxByteRate/s,RxByteRate/s,MeanDelay/s,MeanJitter/s,Throughput/Kbps,MeanPacketSize,PacketDropRate,AverageHopCount,label
1,108.501,192.168.0.100,9,10.10.0.7,9,UDP,126,88,38,9576,6688,1.16128,0.81105,88.257,61.6398,0.0604894,0.0363203,0.493119,76,0.301587,0,Sybil Attack
2,36.2583,192.168.0.100,9,10.10.0.11,9,UDP,210,203,7,15960,15428,5.79178,5.59872,440.175,425.503,0.0167754,0.0131941,3.40402,76,0.0333333,0,Sybil Attack
3,108.501,192.168.0.101,9,10.10.0.7,9,UDP,126,88,38,9576,6688,1.16128,0.81105,88.257,61.6398,0.0605222,0.0363203,0.493118,76,0.301587,0,Sybil Attack
4,36.2583,192.168.0.101,9,10.10.0.11,9,UDP,210,203,7,15960,15428,5.79177,5.59871,440.175,425.502,0.0168209,0.0131941,3.40402,76,0.0333333,0,Sybil Attack
5,108.501,192.168.0.102,9,10.10.0.7,9,UDP,126,88,38,9576,6688,1.16128,0.81105,88.257,61.6398,0.0605551,0.0363203,0.493118,76,0.301587,0,Sybil Attack
6,36.2584,192.168.0.102,9,10.10.0.11,9,UDP,210,203,7,15960,15428,5.79177,5.59871,440.174,425.502,0.0168557,0.0131941,3.40401,76,0.0333333,0,Sybil Attack
7,107.254,192.168.0.103,9,10.10.0.7,9,UDP,126,81,45,9576,6156,1.17478,0.755218,89.2835,57.3966,0.00332165,0.00206912,0.459173,76,0.357143,0,Sybil Attack
8,36.2584,192.168.0.103,9,10.10.0.11,9,UDP,210,196,14,15960,14896,5.79176,5.40564,440.174,410.829,0.00697853,0.00330183,3.28663,76,0.0666667,0,Sybil Attack
9,107.254,192.168.0.104,9,10.10.0.7,9,UDP,126,81,45,9576,6156,1.17478,0.755218,89.2835,57.3965,0.00335447,0.00206912,0.459172,76,0.357143,0,Sybil Attack
10,36.2584,192.168.0.104,9,10.10.0.11,9,UDP,210,196,14,15960,14896,5.79176,5.40564,440.173,410.829,0.00701792,0.00330183,3.28663,76,0.0666667,0,Sybil Attack
11,107.254,192.168.0.105,9,10.10.0.7,9,UDP,126,81,45,9576,6156,1.17478,0.755217,89.2835,57.3965,0.00338729,0.00206912,0.459172,76,0.357143,0,Sybil Attack
12,36.2585,192.168.0.105,9,10.10.0.11,9,UDP,210,196,14,15960,14896,5.79175,5.40563,440.173,410.828,0.00705313,0.00330183,3.28663,76,0.0666667,0,Sybil Attack
